296.55,298.25,296.05
296.575226136,298.266715145,296.208408828
296.637867682,298.266715145,296.17448513
296.660636746,298.311275944,296.151863004
296.745974839,298.311275944,296.129235812
296.791458897,298.311275944,296.117920316
296.831240589,298.333549078,296.078306095
296.865326673,298.394775253,296.112262093
296.910756842,298.400339457,296.146206681
296.995883227,298.433718339,296.151863004
296.978863702,298.478206626,296.191448402
296.984537196,298.517118062,296.15751901
297.041254584,298.522675634,296.1631747
297.097940088,298.533789877,296.185794294
297.148929824,298.522675634,296.185794294
297.199893813,298.57823482,296.185794294
297.256490316,298.583789085,296.191448402
297.29608901,298.60045008,296.168830073
297.375239884,298.622660538,296.18013987
297.414792098,298.644866195,296.1631747
297.426089891,298.63931523,296.146206681
297.510785676,298.650416859,296.140550041
297.572849079,298.678165686,296.197102193
297.589768866,298.689263119,296.185794294
297.61232419,298.689263119,296.191448402
297.679960069,298.717001464,296.168830073
297.730657396,298.755822579,296.18013987
297.826349974,298.755822579,296.151863004
297.88259763,298.761367256,296.236669884
297.848852774,298.744732327,296.247972095
297.916331284,298.789086163,296.225366409
297.983765023,298.811255912,296.242321147
298.011849222,298.816797603,296.247972095
297.994999633,298.82788009,296.276222098
298.101666596,298.838961384,296.259273043
298.073607181,298.866659401,296.236669884
298.096055331,298.877736522,296.259273043
298.163370099,298.910960736,296.270572729
298.174584902,298.883274635,296.253622727
298.180191841,298.888812451,296.236669884
298.197010805,298.899887189,296.236669884
298.241847809,298.905424111,296.231018304
298.303466501,298.922033092,296.247972095
298.320265138,298.927568824,296.270572729
298.348256719,298.955243023,296.315758855
298.337061008,298.960776971,296.270572729
298.337061008,298.977377031,296.321405702
298.404216852,298.960776971,296.304464215
298.432185415,298.993974418,296.298816422
298.45455475,298.982909791,296.298816422
298.493689299,298.977377031,296.321405702
298.538396144,298.955243023,296.298816422
298.538396144,298.927568824,296.281871152
298.555156169,298.922033092,296.298816422
298.577498594,298.955243023,296.298816422
298.616586091,298.960776971,296.276222098
298.622168799,298.982909791,296.276222098
298.622168799,298.988442253,296.310111692
298.65007777,298.982909791,296.310111692
298.661239226,298.977377031,296.327052234
298.69471629,298.977377031,296.338344353
298.68913754,298.949708778,296.332698451
298.728182403,299.010569133,296.34398994
298.728182403,298.999506287,296.332698451
298.783934953,299.05480865,296.332698451
298.767212376,299.010569133,296.327052234
298.834086305,299.027161177,296.349635212
298.828515145,298.993974418,296.327052234
298.839657162,298.993974418,296.332698451
298.867506904,299.032691265,296.34398994
298.923183691,299.021630792,296.34398994
298.917617373,299.049279749,296.321405702
298.861937561,299.032691265,296.360924812
298.845227716,299.027161177,296.34398994
298.884213116,299.027161177,296.310111692
298.845227716,299.038221056,296.310111692
298.93431542,298.999506287,296.327052234
298.90648383,298.988442253,296.36656914
298.93431542,298.999506287,296.36656914
298.939880832,299.016100111,296.38350276
298.928749707,299.027161177,296.394788586
298.956575253,299.038221056,296.372215676
298.956575253,299.076921294,296.338344353
298.978830256,299.05480865,296.327052234
299.017764894,299.049279749,296.327052234
299.040006626,299.049279749,296.321405702
299.00108043,299.065865565,296.360924812
299.006642219,299.060337256,296.327052234
299.00108043,299.082448714,296.349635212
299.006642219,299.093502665,296.34398994
299.017764894,299.05480865,296.36656914
299.045566306,299.065865565,296.338344353
299.067802014,299.05480865,296.321405702
299.040006626,299.05480865,296.321405702
298.989955946,299.060337256,296.293168314
299.034446645,299.065865565,296.315758855
299.006642219,299.087975838,296.327052234
