297.95,298,298.04,298.09,298.13,298.17,298.2,298.24,298.27,298.3,298.33,298.36,298.39,298.42,298.44,298.47,298.5,298.52,298.55,298.57,298.59,298.61,298.63,298.65,298.67,298.7,298.72,298.74,298.75,298.77,298.79,298.81,298.83,298.85,298.86,298.88,298.9,298.92,298.94,298.95,298.97,298.99,299,299.02,299.04,299.05,299.07,299.08,299.1,299.12,299.13,299.15,299.16,299.18,299.19,299.21,299.22,299.23,299.25,299.26,299.28,299.29,299.3,299.32,299.33,299.34,299.36,299.37,299.38,299.39,299.4,299.42,299.43,299.44,299.45,299.46,299.47,299.48,299.5,299.51,299.52,299.53,299.54,299.55,299.56,299.57,299.58,299.59,299.6,299.61,299.62,299.62,299.63,299.64,299.65,299.66,299.67
297.95,298,298.04,298.08,298.12,298.16,298.2,298.23,298.26,298.29,298.32,298.35,298.38,298.41,298.43,298.46,298.49,298.51,298.53,298.56,298.58,298.6,298.62,298.64,298.66,298.68,298.7,298.72,298.74,298.76,298.78,298.79,298.81,298.83,298.85,298.86,298.88,298.9,298.92,298.93,298.95,298.97,298.98,299,299.02,299.03,299.05,299.06,299.08,299.09,299.11,299.12,299.14,299.15,299.17,299.18,299.2,299.21,299.22,299.24,299.25,299.27,299.28,299.29,299.3,299.32,299.33,299.34,299.35,299.37,299.38,299.39,299.4,299.41,299.42,299.43,299.45,299.46,299.47,299.48,299.49,299.5,299.51,299.52,299.53,299.54,299.55,299.56,299.57,299.58,299.59,299.59,299.6,299.61,299.62,299.63,299.64
297.95,298,298.04,298.08,298.12,298.16,298.19,298.22,298.26,298.29,298.32,298.34,298.37,298.4,298.42,298.45,298.47,298.5,298.52,298.54,298.56,298.58,298.6,298.63,298.65,298.67,298.69,298.7,298.72,298.74,298.76,298.78,298.79,298.81,298.83,298.85,298.86,298.88,298.9,298.91,298.93,298.95,298.96,298.98,299,299.01,299.03,299.04,299.06,299.07,299.09,299.1,299.12,299.13,299.15,299.16,299.17,299.19,299.2,299.21,299.23,299.24,299.25,299.27,299.28,299.29,299.3,299.32,299.33,299.34,299.35,299.36,299.37,299.39,299.4,299.41,299.42,299.43,299.44,299.45,299.46,299.47,299.48,299.49,299.5,299.51,299.52,299.53,299.54,299.55,299.56,299.57,299.57,299.58,299.59,299.6,299.61
297.95,298,298.04,298.08,298.12,298.15,298.19,298.22,298.25,298.28,298.31,298.34,298.36,298.39,298.41,298.44,298.46,298.49,298.51,298.53,298.55,298.57,298.59,298.61,298.63,298.65,298.67,298.69,298.71,298.73,298.74,298.76,298.78,298.8,298.81,298.83,298.85,298.86,298.88,298.9,298.91,298.93,298.94,298.96,298.98,298.99,299.01,299.02,299.04,299.05,299.07,299.08,299.1,299.11,299.12,299.14,299.15,299.17,299.18,299.19,299.2,299.22,299.23,299.24,299.26,299.27,299.28,299.29,299.3,299.31,299.33,299.34,299.35,299.36,299.37,299.38,299.39,299.4,299.41,299.42,299.43,299.44,299.45,299.46,299.47,299.48,299.49,299.5,299.51,299.52,299.53,299.54,299.55,299.55,299.56,299.57,299.58
297.95,297.99,298.04,298.07,298.11,298.15,298.18,298.21,298.24,298.27,298.3,298.33,298.35,298.38,298.4,298.43,298.45,298.48,298.5,298.52,298.54,298.56,298.58,298.6,298.62,298.64,298.66,298.68,298.69,298.71,298.73,298.75,298.76,298.78,298.8,298.81,298.83,298.85,298.86,298.88,298.89,298.91,298.93,298.94,298.96,298.97,298.99,299,299.02,299.03,299.05,299.06,299.07,299.09,299.1,299.12,299.13,299.14,299.16,299.17,299.18,299.19,299.21,299.22,299.23,299.24,299.26,299.27,299.28,299.29,299.3,299.31,299.32,299.33,299.35,299.36,299.37,299.38,299.39,299.4,299.41,299.42,299.43,299.44,299.45,299.46,299.46,299.47,299.48,299.49,299.5,299.51,299.52,299.53,299.54,299.54,299.55
297.95,297.99,298.03,298.07,298.11,298.14,298.18,298.21,298.24,298.27,298.29,298.32,298.35,298.37,298.4,298.42,298.44,298.47,298.49,298.51,298.53,298.55,298.57,298.59,298.61,298.63,298.64,298.66,298.68,298.7,298.71,298.73,298.75,298.76,298.78,298.8,298.81,298.83,298.85,298.86,298.88,298.89,298.91,298.92,298.94,298.95,298.97,298.98,299,299.01,299.03,299.04,299.05,299.07,299.08,299.1,299.11,299.12,299.13,299.15,299.16,299.17,299.18,299.2,299.21,299.22,299.23,299.24,299.26,299.27,299.28,299.29,299.3,299.31,299.32,299.33,299.34,299.35,299.36,299.37,299.38,299.39,299.4,299.41,299.42,299.43,299.44,299.45,299.46,299.47,299.47,299.48,299.49,299.5,299.51,299.52,299.53
297.95,297.99,298.03,298.07,298.1,298.14,298.17,298.2,298.23,298.26,298.29,298.31,298.34,298.36,298.39,298.41,298.43,298.46,298.48,298.5,298.52,298.54,298.56,298.57,298.59,298.61,298.63,298.65,298.67,298.68,298.7,298.72,298.73,298.75,298.77,298.78,298.8,298.81,298.83,298.84,298.86,298.88,298.89,298.91,298.92,298.94,298.95,298.96,298.98,298.99,299.01,299.02,299.03,299.05,299.06,299.07,299.09,299.1,299.11,299.13,299.14,299.15,299.16,299.17,299.19,299.2,299.21,299.22,299.23,299.24,299.25,299.27,299.28,299.29,299.3,299.31,299.32,299.33,299.34,299.35,299.36,299.37,299.38,299.39,299.39,299.4,299.41,299.42,299.43,299.44,299.45,299.46,299.47,299.47,299.48,299.49,299.5
297.95,297.99,298.03,298.07,298.1,298.13,298.17,298.2,298.23,298.25,298.28,298.31,298.33,298.35,298.38,298.4,298.42,298.45,298.47,298.49,298.51,298.53,298.54,298.56,298.58,298.6,298.62,298.64,298.65,298.67,298.69,298.7,298.72,298.73,298.75,298.77,298.78,298.8,298.81,298.83,298.84,298.86,298.87,298.89,298.9,298.92,298.93,298.95,298.96,298.97,298.99,299,299.02,299.03,299.04,299.06,299.07,299.08,299.09,299.11,299.12,299.13,299.14,299.15,299.17,299.18,299.19,299.2,299.21,299.22,299.23,299.24,299.25,299.26,299.27,299.28,299.29,299.3,299.31,299.32,299.33,299.34,299.35,299.36,299.37,299.38,299.39,299.4,299.41,299.41,299.42,299.43,299.44,299.45,299.46,299.46,299.47
297.95,297.99,298.03,298.06,298.1,298.13,298.16,298.19,298.22,298.25,298.27,298.3,298.32,298.35,298.37,298.39,298.41,298.44,298.46,298.48,298.5,298.51,298.53,298.55,298.57,298.59,298.61,298.62,298.64,298.66,298.67,298.69,298.7,298.72,298.74,298.75,298.77,298.78,298.8,298.81,298.83,298.84,298.86,298.87,298.89,298.9,298.91,298.93,298.94,298.96,298.97,298.98,299,299.01,299.02,299.04,299.05,299.06,299.07,299.09,299.1,299.11,299.12,299.13,299.14,299.16,299.17,299.18,299.19,299.2,299.21,299.22,299.23,299.24,299.25,299.26,299.27,299.28,299.29,299.3,299.31,299.32,299.33,299.34,299.35,299.35,299.36,299.37,299.38,299.39,299.4,299.41,299.42,299.42,299.43,299.44,299.45
297.95,297.99,298.03,298.06,298.1,298.13,298.16,298.19,298.21,298.24,298.27,298.29,298.32,298.34,298.36,298.38,298.41,298.43,298.45,298.47,298.49,298.5,298.52,298.54,298.56,298.58,298.59,298.61,298.63,298.64,298.66,298.67,298.69,298.71,298.72,298.74,298.75,298.77,298.78,298.8,298.81,298.83,298.84,298.86,298.87,298.88,298.9,298.91,298.93,298.94,298.95,298.97,298.98,298.99,299,299.02,299.03,299.04,299.05,299.07,299.08,299.09,299.1,299.11,299.12,299.13,299.15,299.16,299.17,299.18,299.19,299.2,299.21,299.22,299.23,299.24,299.25,299.26,299.27,299.28,299.29,299.3,299.3,299.31,299.32,299.33,299.34,299.35,299.36,299.37,299.37,299.38,299.39,299.4,299.41,299.42,299.42
