4063.4659,881.1092,0.5381,45.1733,297.9502,298.0311,298.1075,298.1801,298.2498,298.3164,298.38,298.4419,298.5018,298.5595,298.6149,298.6682,298.7192,298.7698,298.8196,298.868,298.9148,298.9603,299.0042,299.0467,299.0877,299.1272,299.1656,299.2051,299.2437,299.2813,299.318,299.3537,299.3886,299.4225,299.4554,299.4875,299.5195,299.5517,299.5833,299.6143,299.6448,299.6746,299.7039,299.7326,299.7607,299.7882,299.8159,299.8433,299.8702,299.8967,299.9228,299.9485,299.9737,299.9985,300.0229,300.047,300.071,300.0947,300.118,300.141,300.1636,300.1859,300.2079,300.2295,300.2507,300.2719,300.2929,300.3136,300.334,300.3542,300.3741,300.3937,300.4131,300.4321,300.451,300.4698,300.4884,300.5068,300.525,300.543,300.5607,300.5783,300.5956,300.6127,300.6297,300.6467,300.6634,300.68,300.6965,300.7127,300.7288,300.7447,300.7604,300.776,300.7915,300.8069,300.8222,300.8373,300.8523,300.8671,300.8818
5093.1874,1129.0319,0.6396,31.4845,297.9501,297.9856,298.0197,298.0526,298.0844,298.1152,298.145,298.1741,298.2024,298.23,298.2567,298.2826,298.3078,298.3326,298.3571,298.381,298.4044,298.4271,298.4493,298.4709,298.4919,298.5124,298.5323,298.5526,298.5724,298.5919,298.6109,298.6295,298.6478,298.6656,298.683,298.7001,298.7171,298.734,298.7507,298.7672,298.7834,298.7993,298.8149,298.8302,298.8453,298.8601,298.875,298.8897,298.9042,298.9185,298.9326,298.9465,298.9602,298.9737,298.987,299.0001,299.0132,299.0262,299.0389,299.0516,299.064,299.0763,299.0885,299.1004,299.1122,299.124,299.1356,299.1472,299.1586,299.1698,299.181,299.1919,299.2028,299.2135,299.2241,299.2347,299.2452,299.2556,299.2659,299.2761,299.2861,299.2961,299.3059,299.3156,299.3253,299.3349,299.3445,299.3539,299.3633,299.3725,299.3817,299.3908,299.3998,299.4087,299.4176,299.4264,299.4352,299.4439,299.4525,299.461,299.4694
4027.8882,851.2488,0.6161,13.8822,297.95,297.9761,298.0008,298.0242,298.0466,298.068,298.0884,298.1082,298.1274,298.1458,298.1635,298.1805,298.1967,298.2128,298.2285,298.2438,298.2587,298.273,298.2868,298.3001,298.313,298.3253,298.3373,298.3496,298.3616,298.3733,298.3847,298.3958,298.4066,298.4171,298.4272,298.437,298.4469,298.4568,298.4665,298.476,298.4853,298.4945,298.5034,298.5122,298.5207,298.5291,298.5375,298.5458,298.554,298.5621,298.57,298.5778,298.5854,298.5929,298.6003,298.6075,298.6148,298.6219,298.629,298.6359,298.6427,298.6494,298.656,298.6625,298.6689,298.6752,298.6816,298.6878,298.6939,298.7,298.7059,298.7118,298.7176,298.7233,298.7289,298.7346,298.7401,298.7457,298.7511,298.7565,298.7618,298.767,298.7722,298.7773,298.7823,298.7874,298.7924,298.7973,298.8022,298.807,298.8118,298.8165,298.8212,298.8258,298.8304,298.835,298.8395,298.844,298.8484,298.8528,298.8572
4400.4629,915.624,0.678,61.2547,297.9502,298.047,298.1375,298.2229,298.3044,298.382,298.4555,298.527,298.5959,298.662,298.7251,298.7855,298.8429,298.9002,298.9565,299.011,299.0638,299.1148,299.164,299.2114,299.257,299.3008,299.3432,299.3872,299.4301,299.4719,299.5126,299.5522,299.5907,299.6281,299.6644,299.6996,299.7348,299.7704,299.8052,299.8394,299.8729,299.9058,299.938,299.9695,300.0004,300.0306,300.061,300.091,300.1206,300.1496,300.1782,300.2063,300.2339,300.2611,300.2878,300.3141,300.3403,300.3662,300.3916,300.4167,300.4414,300.4657,300.4896,300.5131,300.5363,300.5593,300.5821,300.6047,300.6269,300.6488,300.6704,300.6917,300.7127,300.7333,300.7537,300.7741,300.7943,300.8143,300.834,300.8534,300.8727,300.8916,300.9104,300.9289,300.9473,300.9656,300.9838,301.0017,301.0195,301.037,301.0544,301.0716,301.0886,301.1054,301.1222,301.1388,301.1553,301.1717,301.1878,301.2038,301.2197
4070.5183,988.8897,0.5742,37.7631,297.9501,298.0105,298.0678,298.1225,298.175,298.2254,298.2737,298.3207,298.3663,298.4103,298.4527,298.4935,298.5328,298.5716,298.6099,298.647,298.6831,298.7181,298.7521,298.7849,298.8167,298.8474,298.8772,298.9078,298.9377,298.9669,298.9954,299.0231,299.0502,299.0766,299.1023,299.1273,299.1523,299.1774,299.202,299.2262,299.25,299.2733,299.2961,299.3186,299.3405,299.3621,299.3837,299.4051,299.4262,299.4469,299.4674,299.4874,299.5072,299.5267,299.5458,299.5647,299.5835,299.6021,299.6204,299.6384,299.6562,299.6737,299.6909,299.7079,299.7247,299.7413,299.7578,299.7741,299.7902,299.8061,299.8218,299.8372,299.8525,299.8675,299.8824,299.8972,299.9119,299.9265,299.9408,299.955,299.9691,299.9829,299.9966,300.0101,300.0236,300.037,300.0502,300.0634,300.0763,300.0892,300.1019,300.1145,300.127,300.1393,300.1516,300.1638,300.1759,300.1878,300.1997,300.2114,300.2231
4336.521,926.5977,0.5453,46.6754,297.9501,298.0249,298.0957,298.1633,298.2283,298.2907,298.3504,298.4087,298.4651,298.5196,298.5722,298.6228,298.6715,298.7197,298.7672,298.8133,298.8581,298.9017,298.9438,298.9847,299.0243,299.0625,299.0997,299.1378,299.175,299.2114,299.2469,299.2816,299.3154,299.3484,299.3805,299.4118,299.443,299.4743,299.5051,299.5354,299.5651,299.5943,299.6229,299.651,299.6785,299.7055,299.7326,299.7594,299.7858,299.8119,299.8375,299.8627,299.8875,299.9119,299.9359,299.9596,299.9833,300.0066,300.0296,300.0522,300.0746,300.0966,300.1183,300.1397,300.1607,300.1817,300.2024,300.2229,300.2432,300.2632,300.2829,300.3024,300.3216,300.3405,300.3592,300.378,300.3965,300.4148,300.4329,300.4507,300.4684,300.4859,300.5032,300.5202,300.5372,300.554,300.5707,300.5873,300.6037,300.6199,300.6359,300.6518,300.6675,300.6831,300.6986,300.714,300.7292,300.7443,300.7593,300.7742,300.7888
4483.0042,946.4329,0.6332,22.2793,297.9501,297.984,298.0162,298.047,298.0767,298.1052,298.1324,298.159,298.1848,298.2097,298.2337,298.2568,298.279,298.301,298.3227,298.3437,298.3642,298.384,298.4032,298.4218,298.4398,298.4571,298.474,298.4913,298.5082,298.5247,298.5408,298.5565,298.5718,298.5867,298.6012,298.6153,298.6294,298.6435,298.6574,298.6711,298.6844,298.6975,298.7104,298.723,298.7354,298.7475,298.7596,298.7717,298.7835,298.7951,298.8066,298.8179,298.829,298.8399,298.8506,298.8612,298.8718,298.8822,298.8925,298.9026,298.9126,298.9224,298.9321,298.9416,298.951,298.9604,298.9696,298.9788,298.9878,298.9967,299.0055,299.0142,299.0228,299.0312,299.0396,299.0479,299.0561,299.0643,299.0724,299.0803,299.0882,299.096,299.1036,299.1112,299.1188,299.1263,299.1337,299.1411,299.1484,299.1556,299.1627,299.1697,299.1767,299.1836,299.1905,299.1973,299.2041,299.2108,299.2174,299.224,299.2305
4027.117,1144.1343,0.5866,41.7559,297.9501,298.0086,298.0643,298.1176,298.169,298.2184,298.2659,298.3123,298.3573,298.4009,298.443,298.4836,298.5228,298.5616,298.5998,298.637,298.6732,298.7083,298.7425,298.7756,298.8077,298.8388,298.8691,298.9001,298.9304,298.96,298.9889,299.0172,299.0448,299.0717,299.098,299.1236,299.1492,299.1748,299.2,299.2248,299.2491,299.273,299.2965,299.3195,299.3421,299.3643,299.3866,299.4086,299.4303,299.4517,299.4727,299.4935,299.5139,299.534,299.5537,299.5733,299.5928,299.612,299.631,299.6497,299.6681,299.6863,299.7042,299.7219,299.7393,299.7566,299.7738,299.7908,299.8076,299.8241,299.8405,299.8566,299.8725,299.8882,299.9038,299.9193,299.9347,299.9498,299.9649,299.9797,299.9944,300.0089,300.0233,300.0375,300.0516,300.0656,300.0795,300.0933,300.1069,300.1204,300.1338,300.147,300.1601,300.173,300.186,300.1988,300.2115,300.2241,300.2366,300.249,300.2612
3923.9941,874.0032,0.5538,78.9786,297.9503,298.0962,298.2321,298.36,298.4821,298.5981,298.7081,298.8149,298.9178,299.0163,299.1106,299.2005,299.2861,299.3713,299.4552,299.5365,299.615,299.6908,299.764,299.8344,299.9021,299.9672,300.0301,300.0956,300.1593,300.2215,300.282,300.3409,300.3982,300.4538,300.5078,300.5602,300.6126,300.6655,300.7175,300.7684,300.8184,300.8674,300.9155,300.9625,301.0086,301.0537,301.0992,301.1441,301.1882,301.2317,301.2745,301.3165,301.3579,301.3986,301.4385,301.478,301.5172,301.5559,301.594,301.6315,301.6685,301.7048,301.7406,301.7758,301.8104,301.8449,301.879,301.9127,301.9458,301.9785,302.0108,302.0425,302.0738,302.1046,302.1351,302.1655,302.1956,302.2253,302.2547,302.2837,302.3123,302.3406,302.3685,302.3961,302.4235,302.4508,302.4778,302.5046,302.5311,302.5572,302.5832,302.6088,302.6341,302.6592,302.6842,302.7091,302.7337,302.758,302.7822,302.8061,302.8298
4806.5843,975.4232,0.5597,24.866,297.9501,297.9845,298.0175,298.0492,298.0799,298.1095,298.1381,298.1661,298.1933,298.2197,298.2453,298.2702,298.2942,298.3179,298.3413,298.3641,298.3863,298.408,298.4291,298.4496,298.4695,298.4889,298.5078,298.527,298.5458,298.5642,298.5822,298.5998,298.617,298.6338,298.6502,298.6662,298.6822,298.6982,298.7139,298.7294,298.7446,298.7595,298.7741,298.7885,298.8027,298.8165,298.8305,298.8442,298.8578,298.8712,298.8844,298.8973,298.9101,298.9227,298.9351,298.9474,298.9596,298.9717,298.9836,298.9953,299.007,299.0184,299.0297,299.0408,299.0518,299.0627,299.0736,299.0843,299.0949,299.1053,299.1157,299.1259,299.1359,299.1459,299.1557,299.1656,299.1753,299.1849,299.1944,299.2038,299.2131,299.2223,299.2315,299.2404,299.2494,299.2583,299.2671,299.2758,299.2845,299.293,299.3015,299.3099,299.3182,299.3264,299.3346,299.3428,299.3508,299.3588,299.3668,299.3746,299.3824
